age,education,occupation,relationship,sex,native-country,salary-class
"[20, 30[",Graduate,Exec-managerial,Not-in-family,Female,United-States,<=50K
"[20, 30[",Graduate,Exec-managerial,Not-in-family,Female,United-States,<=50K
"[20, 30[",Graduate,Exec-managerial,Not-in-family,Female,United-States,<=50K
"[20, 30[",Graduate,Exec-managerial,Not-in-family,Female,United-States,<=50K
"[20, 30[",Graduate,Exec-managerial,Not-in-family,Female,United-States,<=50K
"[30, 40[",Graduate,Exec-managerial,Not-in-family,Female,United-States,<=50K
"[30, 40[",Graduate,Exec-managerial,Not-in-family,Female,United-States,<=50K
"[30, 40[",Graduate,Exec-managerial,Not-in-family,Female,United-States,<=50K
"[30, 40[",Graduate,Exec-managerial,Not-in-family,Female,United-States,<=50K
"[30, 40[",Graduate,Exec-managerial,Not-in-family,Female,United-States,>50K
"[30, 40[",Graduate,Exec-managerial,Not-in-family,Female,United-States,>50K
"[30, 40[",Graduate,Exec-managerial,Not-in-family,Female,United-States,<=50K
"[30, 40[",Graduate,Exec-managerial,Not-in-family,Female,United-States,>50K
"[30, 40[",Graduate,Exec-managerial,Not-in-family,Female,United-States,<=50K
"[30, 40[",Graduate,Exec-managerial,Not-in-family,Female,United-States,<=50K
"[30, 40[",Graduate,Exec-managerial,Not-in-family,Female,United-States,>50K
"[30, 40[",Graduate,Exec-managerial,Not-in-family,Female,United-States,>50K
"[30, 40[",Graduate,Exec-managerial,Not-in-family,Female,United-States,>50K
"[40, 50[",Graduate,Exec-managerial,Not-in-family,Female,United-States,<=50K
"[40, 50[",Graduate,Exec-managerial,Not-in-family,Female,United-States,<=50K
"[40, 50[",Graduate,Exec-managerial,Not-in-family,Female,United-States,<=50K
"[40, 50[",Graduate,Exec-managerial,Not-in-family,Female,United-States,>50K
"[40, 50[",Graduate,Exec-managerial,Not-in-family,Female,United-States,>50K
"[40, 50[",Graduate,Exec-managerial,Not-in-family,Female,United-States,<=50K
"[40, 50[",Graduate,Exec-managerial,Not-in-family,Female,United-States,>50K
"[40, 50[",Graduate,Exec-managerial,Not-in-family,Female,United-States,>50K
"[40, 50[",Graduate,Exec-managerial,Not-in-family,Female,United-States,>50K
"[40, 50[",Graduate,Exec-managerial,Not-in-family,Female,United-States,<=50K
"[40, 50[",Graduate,Exec-managerial,Not-in-family,Female,United-States,<=50K
"[40, 50[",Graduate,Exec-managerial,Not-in-family,Female,United-States,>50K
"[40, 50[",Graduate,Exec-managerial,Not-in-family,Female,United-States,<=50K
"[40, 50[",Graduate,Exec-managerial,Not-in-family,Female,United-States,>50K
"[40, 50[",Graduate,Exec-managerial,Not-in-family,Female,United-States,>50K
"[40, 50[",Graduate,Exec-managerial,Not-in-family,Female,United-States,<=50K
"[40, 50[",Graduate,Exec-managerial,Not-in-family,Female,United-States,>50K
"[40, 50[",Graduate,Exec-managerial,Not-in-family,Female,United-States,>50K
"[40, 50[",Graduate,Exec-managerial,Not-in-family,Female,United-States,>50K
"[40, 50[",Graduate,Exec-managerial,Not-in-family,Female,United-States,<=50K
"[40, 50[",Graduate,Exec-managerial,Not-in-family,Female,United-States,>50K
"[40, 50[",Graduate,Exec-managerial,Not-in-family,Female,United-States,<=50K
"[40, 50[",Graduate,Exec-managerial,Not-in-family,Female,United-States,>50K
"[50, 60[",Graduate,Exec-managerial,Not-in-family,Female,United-States,<=50K
"[50, 60[",Graduate,Exec-managerial,Not-in-family,Female,United-States,<=50K
"[50, 60[",Graduate,Exec-managerial,Not-in-family,Female,United-States,<=50K
"[50, 60[",Graduate,Exec-managerial,Not-in-family,Female,United-States,<=50K
"[50, 60[",Graduate,Exec-managerial,Not-in-family,Female,United-States,<=50K
"[50, 60[",Graduate,Exec-managerial,Not-in-family,Female,United-States,>50K
"[50, 60[",Graduate,Exec-managerial,Not-in-family,Female,United-States,>50K
"[50, 60[",Graduate,Exec-managerial,Not-in-family,Female,United-States,>50K
"[50, 60[",Graduate,Exec-managerial,Not-in-family,Female,United-States,>50K
"[50, 60[",Graduate,Exec-managerial,Not-in-family,Female,United-States,>50K
"[50, 60[",Graduate,Exec-managerial,Not-in-family,Female,United-States,<=50K
"[50, 60[",Graduate,Exec-managerial,Not-in-family,Female,United-States,>50K
"[50, 60[",Graduate,Exec-managerial,Not-in-family,Female,United-States,>50K
"[50, 60[",Graduate,Exec-managerial,Not-in-family,Female,United-States,>50K
"[50, 60[",Graduate,Exec-managerial,Not-in-family,Female,United-States,>50K
"[60, 70[",Graduate,Exec-managerial,Not-in-family,Female,United-States,>50K
"[60, 70[",Graduate,Exec-managerial,Not-in-family,Female,United-States,>50K
"[20, 30[",Graduate,Exec-managerial,Own-child,Female,United-States,<=50K
"[20, 30[",Graduate,Exec-managerial,Own-child,Female,United-States,<=50K
"[20, 30[",Graduate,Exec-managerial,Own-child,Female,United-States,<=50K
"[30, 40[",Graduate,Exec-managerial,Own-child,Female,United-States,<=50K
"[30, 40[",Graduate,Exec-managerial,Own-child,Female,United-States,>50K
"[30, 40[",Graduate,Exec-managerial,Unmarried,Female,United-States,<=50K
"[30, 40[",Graduate,Exec-managerial,Unmarried,Female,United-States,<=50K
"[30, 40[",Graduate,Exec-managerial,Unmarried,Female,United-States,<=50K
"[30, 40[",Graduate,Exec-managerial,Unmarried,Female,United-States,<=50K
"[30, 40[",Graduate,Exec-managerial,Unmarried,Female,United-States,>50K
"[30, 40[",Graduate,Exec-managerial,Unmarried,Female,United-States,>50K
"[40, 50[",Graduate,Exec-managerial,Unmarried,Female,United-States,<=50K
"[40, 50[",Graduate,Exec-managerial,Unmarried,Female,United-States,<=50K
"[40, 50[",Graduate,Exec-managerial,Unmarried,Female,United-States,>50K
"[40, 50[",Graduate,Exec-managerial,Unmarried,Female,United-States,<=50K
"[40, 50[",Graduate,Exec-managerial,Unmarried,Female,United-States,<=50K
"[40, 50[",Graduate,Exec-managerial,Unmarried,Female,United-States,<=50K
"[40, 50[",Graduate,Exec-managerial,Unmarried,Female,United-States,<=50K
"[40, 50[",Graduate,Exec-managerial,Unmarried,Female,United-States,<=50K
"[40, 50[",Graduate,Exec-managerial,Unmarried,Female,United-States,<=50K
"[40, 50[",Graduate,Exec-managerial,Unmarried,Female,United-States,<=50K
"[40, 50[",Graduate,Exec-managerial,Unmarried,Female,United-States,>50K
"[40, 50[",Graduate,Exec-managerial,Unmarried,Female,United-States,<=50K
"[40, 50[",Graduate,Exec-managerial,Unmarried,Female,United-States,<=50K
"[40, 50[",Graduate,Exec-managerial,Unmarried,Female,United-States,>50K
"[40, 50[",Graduate,Exec-managerial,Unmarried,Female,United-States,>50K
"[40, 50[",Graduate,Exec-managerial,Unmarried,Female,United-States,>50K
"[40, 50[",Graduate,Exec-managerial,Unmarried,Female,United-States,>50K
"[20, 30[",Graduate,Exec-managerial,Wife,Female,United-States,>50K
"[20, 30[",Graduate,Exec-managerial,Wife,Female,United-States,<=50K
"[20, 30[",Graduate,Exec-managerial,Wife,Female,United-States,>50K
"[30, 40[",Graduate,Exec-managerial,Wife,Female,United-States,<=50K
"[30, 40[",Graduate,Exec-managerial,Wife,Female,United-States,<=50K
"[30, 40[",Graduate,Exec-managerial,Wife,Female,United-States,>50K
"[30, 40[",Graduate,Exec-managerial,Wife,Female,United-States,>50K
"[30, 40[",Graduate,Exec-managerial,Wife,Female,United-States,>50K
"[40, 50[",Graduate,Exec-managerial,Wife,Female,United-States,>50K
"[40, 50[",Graduate,Exec-managerial,Wife,Female,United-States,>50K
"[40, 50[",Graduate,Exec-managerial,Wife,Female,United-States,>50K
"[40, 50[",Graduate,Exec-managerial,Wife,Female,United-States,>50K
"[40, 50[",Graduate,Exec-managerial,Wife,Female,United-States,>50K
"[40, 50[",Graduate,Exec-managerial,Wife,Female,United-States,>50K
"[40, 50[",Graduate,Exec-managerial,Wife,Female,United-States,>50K
"[40, 50[",Graduate,Exec-managerial,Wife,Female,United-States,>50K
"[40, 50[",Graduate,Exec-managerial,Wife,Female,United-States,>50K
"[50, 60[",Graduate,Exec-managerial,Wife,Female,United-States,<=50K
"[50, 60[",Graduate,Exec-managerial,Wife,Female,United-States,<=50K
"[50, 60[",Graduate,Exec-managerial,Wife,Female,United-States,>50K
"[50, 60[",Graduate,Exec-managerial,Wife,Female,United-States,>50K
"[20, 30[",Graduate,Exec-managerial,Husband,Male,United-States,<=50K
"[20, 30[",Graduate,Exec-managerial,Husband,Male,United-States,>50K
"[20, 30[",Graduate,Exec-managerial,Husband,Male,United-States,<=50K
"[20, 30[",Graduate,Exec-managerial,Husband,Male,United-States,>50K
"[30, 40[",Graduate,Exec-managerial,Husband,Male,United-States,<=50K
"[30, 40[",Graduate,Exec-managerial,Husband,Male,United-States,>50K
"[30, 40[",Graduate,Exec-managerial,Husband,Male,United-States,>50K
"[30, 40[",Graduate,Exec-managerial,Husband,Male,United-States,>50K
"[30, 40[",Graduate,Exec-managerial,Husband,Male,United-States,>50K
"[30, 40[",Graduate,Exec-managerial,Husband,Male,United-States,>50K
"[30, 40[",Graduate,Exec-managerial,Husband,Male,United-States,>50K
"[30, 40[",Graduate,Exec-managerial,Husband,Male,United-States,>50K
"[30, 40[",Graduate,Exec-managerial,Husband,Male,United-States,>50K
"[30, 40[",Graduate,Exec-managerial,Husband,Male,United-States,>50K
"[30, 40[",Graduate,Exec-managerial,Husband,Male,United-States,>50K
"[30, 40[",Graduate,Exec-managerial,Husband,Male,United-States,>50K
"[30, 40[",Graduate,Exec-managerial,Husband,Male,United-States,>50K
"[30, 40[",Graduate,Exec-managerial,Husband,Male,United-States,>50K
"[30, 40[",Graduate,Exec-managerial,Husband,Male,United-States,>50K
"[30, 40[",Graduate,Exec-managerial,Husband,Male,United-States,>50K
"[30, 40[",Graduate,Exec-managerial,Husband,Male,United-States,>50K
"[30, 40[",Graduate,Exec-managerial,Husband,Male,United-States,>50K
"[30, 40[",Graduate,Exec-managerial,Husband,Male,United-States,>50K
"[30, 40[",Graduate,Exec-managerial,Husband,Male,United-States,>50K
"[30, 40[",Graduate,Exec-managerial,Husband,Male,United-States,>50K
"[30, 40[",Graduate,Exec-managerial,Husband,Male,United-States,<=50K
"[30, 40[",Graduate,Exec-managerial,Husband,Male,United-States,<=50K
"[30, 40[",Graduate,Exec-managerial,Husband,Male,United-States,>50K
"[30, 40[",Graduate,Exec-managerial,Husband,Male,United-States,>50K
"[30, 40[",Graduate,Exec-managerial,Husband,Male,United-States,>50K
"[30, 40[",Graduate,Exec-managerial,Husband,Male,United-States,>50K
"[30, 40[",Graduate,Exec-managerial,Husband,Male,United-States,>50K
"[30, 40[",Graduate,Exec-managerial,Husband,Male,United-States,<=50K
"[30, 40[",Graduate,Exec-managerial,Husband,Male,United-States,>50K
"[30, 40[",Graduate,Exec-managerial,Husband,Male,United-States,>50K
"[30, 40[",Graduate,Exec-managerial,Husband,Male,United-States,>50K
"[30, 40[",Graduate,Exec-managerial,Husband,Male,United-States,>50K
"[30, 40[",Graduate,Exec-managerial,Husband,Male,United-States,>50K
"[30, 40[",Graduate,Exec-managerial,Husband,Male,United-States,>50K
"[30, 40[",Graduate,Exec-managerial,Husband,Male,United-States,>50K
"[30, 40[",Graduate,Exec-managerial,Husband,Male,United-States,>50K
"[30, 40[",Graduate,Exec-managerial,Husband,Male,United-States,>50K
"[30, 40[",Graduate,Exec-managerial,Husband,Male,United-States,>50K
"[30, 40[",Graduate,Exec-managerial,Husband,Male,United-States,<=50K
"[30, 40[",Graduate,Exec-managerial,Husband,Male,United-States,>50K
"[30, 40[",Graduate,Exec-managerial,Husband,Male,United-States,>50K
"[30, 40[",Graduate,Exec-managerial,Husband,Male,United-States,>50K
"[30, 40[",Graduate,Exec-managerial,Husband,Male,United-States,>50K
"[30, 40[",Graduate,Exec-managerial,Husband,Male,United-States,>50K
"[30, 40[",Graduate,Exec-managerial,Husband,Male,United-States,>50K
"[30, 40[",Graduate,Exec-managerial,Husband,Male,United-States,>50K
"[30, 40[",Graduate,Exec-managerial,Husband,Male,United-States,>50K
"[30, 40[",Graduate,Exec-managerial,Husband,Male,United-States,>50K
"[30, 40[",Graduate,Exec-managerial,Husband,Male,United-States,>50K
"[30, 40[",Graduate,Exec-managerial,Husband,Male,United-States,>50K
"[30, 40[",Graduate,Exec-managerial,Husband,Male,United-States,>50K
"[30, 40[",Graduate,Exec-managerial,Husband,Male,United-States,>50K
"[30, 40[",Graduate,Exec-managerial,Husband,Male,United-States,>50K
"[30, 40[",Graduate,Exec-managerial,Husband,Male,United-States,>50K
"[30, 40[",Graduate,Exec-managerial,Husband,Male,United-States,>50K
"[30, 40[",Graduate,Exec-managerial,Husband,Male,United-States,>50K
"[30, 40[",Graduate,Exec-managerial,Husband,Male,United-States,>50K
"[30, 40[",Graduate,Exec-managerial,Husband,Male,United-States,>50K
"[30, 40[",Graduate,Exec-managerial,Husband,Male,United-States,>50K
"[30, 40[",Graduate,Exec-managerial,Husband,Male,United-States,>50K
"[30, 40[",Graduate,Exec-managerial,Husband,Male,United-States,<=50K
"[30, 40[",Graduate,Exec-managerial,Husband,Male,United-States,<=50K
"[30, 40[",Graduate,Exec-managerial,Husband,Male,United-States,<=50K
"[30, 40[",Graduate,Exec-managerial,Husband,Male,United-States,>50K
"[30, 40[",Graduate,Exec-managerial,Husband,Male,United-States,>50K
"[30, 40[",Graduate,Exec-managerial,Husband,Male,United-States,>50K
"[30, 40[",Graduate,Exec-managerial,Husband,Male,United-States,>50K
"[40, 50[",Graduate,Exec-managerial,Husband,Male,United-States,>50K
"[40, 50[",Graduate,Exec-managerial,Husband,Male,United-States,>50K
"[40, 50[",Graduate,Exec-managerial,Husband,Male,United-States,<=50K
"[40, 50[",Graduate,Exec-managerial,Husband,Male,United-States,>50K
"[40, 50[",Graduate,Exec-managerial,Husband,Male,United-States,>50K
"[40, 50[",Graduate,Exec-managerial,Husband,Male,United-States,>50K
"[40, 50[",Graduate,Exec-managerial,Husband,Male,United-States,>50K
"[40, 50[",Graduate,Exec-managerial,Husband,Male,United-States,>50K
"[40, 50[",Graduate,Exec-managerial,Husband,Male,United-States,>50K
"[40, 50[",Graduate,Exec-managerial,Husband,Male,United-States,>50K
"[40, 50[",Graduate,Exec-managerial,Husband,Male,United-States,>50K
"[40, 50[",Graduate,Exec-managerial,Husband,Male,United-States,>50K
"[40, 50[",Graduate,Exec-managerial,Husband,Male,United-States,>50K
"[40, 50[",Graduate,Exec-managerial,Husband,Male,United-States,>50K
"[40, 50[",Graduate,Exec-managerial,Husband,Male,United-States,>50K
"[40, 50[",Graduate,Exec-managerial,Husband,Male,United-States,>50K
"[40, 50[",Graduate,Exec-managerial,Husband,Male,United-States,>50K
"[40, 50[",Graduate,Exec-managerial,Husband,Male,United-States,>50K
"[40, 50[",Graduate,Exec-managerial,Husband,Male,United-States,>50K
"[40, 50[",Graduate,Exec-managerial,Husband,Male,United-States,>50K
"[40, 50[",Graduate,Exec-managerial,Husband,Male,United-States,>50K
"[40, 50[",Graduate,Exec-managerial,Husband,Male,United-States,>50K
"[40, 50[",Graduate,Exec-managerial,Husband,Male,United-States,>50K
"[40, 50[",Graduate,Exec-managerial,Husband,Male,United-States,>50K
"[40, 50[",Graduate,Exec-managerial,Husband,Male,United-States,<=50K
"[40, 50[",Graduate,Exec-managerial,Husband,Male,United-States,>50K
"[40, 50[",Graduate,Exec-managerial,Husband,Male,United-States,>50K
"[40, 50[",Graduate,Exec-managerial,Husband,Male,United-States,>50K
"[40, 50[",Graduate,Exec-managerial,Husband,Male,United-States,>50K
"[40, 50[",Graduate,Exec-managerial,Husband,Male,United-States,>50K
"[40, 50[",Graduate,Exec-managerial,Husband,Male,United-States,>50K
"[40, 50[",Graduate,Exec-managerial,Husband,Male,United-States,>50K
"[40, 50[",Graduate,Exec-managerial,Husband,Male,United-States,<=50K
"[40, 50[",Graduate,Exec-managerial,Husband,Male,United-States,>50K
"[40, 50[",Graduate,Exec-managerial,Husband,Male,United-States,>50K
"[40, 50[",Graduate,Exec-managerial,Husband,Male,United-States,>50K
"[40, 50[",Graduate,Exec-managerial,Husband,Male,United-States,>50K
"[40, 50[",Graduate,Exec-managerial,Husband,Male,United-States,>50K
"[40, 50[",Graduate,Exec-managerial,Husband,Male,United-States,>50K
"[40, 50[",Graduate,Exec-managerial,Husband,Male,United-States,>50K
"[40, 50[",Graduate,Exec-managerial,Husband,Male,United-States,>50K
"[40, 50[",Graduate,Exec-managerial,Husband,Male,United-States,>50K
"[40, 50[",Graduate,Exec-managerial,Husband,Male,United-States,>50K
"[40, 50[",Graduate,Exec-managerial,Husband,Male,United-States,>50K
"[40, 50[",Graduate,Exec-managerial,Husband,Male,United-States,<=50K
"[40, 50[",Graduate,Exec-managerial,Husband,Male,United-States,>50K
"[40, 50[",Graduate,Exec-managerial,Husband,Male,United-States,>50K
"[40, 50[",Graduate,Exec-managerial,Husband,Male,United-States,>50K
"[40, 50[",Graduate,Exec-managerial,Husband,Male,United-States,>50K
"[40, 50[",Graduate,Exec-managerial,Husband,Male,United-States,>50K
"[40, 50[",Graduate,Exec-managerial,Husband,Male,United-States,>50K
"[40, 50[",Graduate,Exec-managerial,Husband,Male,United-States,>50K
"[40, 50[",Graduate,Exec-managerial,Husband,Male,United-States,>50K
"[40, 50[",Graduate,Exec-managerial,Husband,Male,United-States,>50K
"[40, 50[",Graduate,Exec-managerial,Husband,Male,United-States,>50K
"[40, 50[",Graduate,Exec-managerial,Husband,Male,United-States,>50K
"[40, 50[",Graduate,Exec-managerial,Husband,Male,United-States,<=50K
"[40, 50[",Graduate,Exec-managerial,Husband,Male,United-States,>50K
"[40, 50[",Graduate,Exec-managerial,Husband,Male,United-States,>50K
"[40, 50[",Graduate,Exec-managerial,Husband,Male,United-States,>50K
"[40, 50[",Graduate,Exec-managerial,Husband,Male,United-States,>50K
"[40, 50[",Graduate,Exec-managerial,Husband,Male,United-States,>50K
